[ERROR] 2021-03-26 10:39:40,362 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
[ERROR] 2021-03-26 10:55:02,400 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:05,156 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:07,298 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:10,071 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:12,364 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:14,833 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:17,687 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:20,381 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:22,460 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:24,628 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:27,255 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:29,660 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:31,821 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:34,642 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:37,238 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:39,688 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:42,556 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:44,655 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:47,158 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:49,321 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:51,667 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:54,310 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:56,983 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:55:59,936 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:02,036 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:04,935 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:07,940 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:10,141 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:12,204 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:15,076 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:17,758 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:19,958 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:22,879 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:25,833 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:27,956 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:30,588 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:32,720 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:35,716 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:38,693 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:40,842 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:43,726 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:45,914 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:48,735 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:51,496 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:54,308 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:57,243 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:56:59,997 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:02,663 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:04,786 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:07,612 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:10,004 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:12,031 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:14,966 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:17,720 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:20,621 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 10:57:22,856 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8083, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8083.
[ERROR] 2021-03-26 11:18:30,130 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:31,139 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:33,519 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:34,522 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:37,343 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:38,347 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:40,531 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:41,535 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:44,122 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:45,125 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:47,723 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:48,725 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:51,412 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:52,415 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:54,835 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:55,840 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8002, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8002.
[ERROR] 2021-03-26 11:18:58,376 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:58,839 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:59,908 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:18:59,925 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:01,017 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:01,826 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:02,621 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:03,627 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:03,629 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:04,956 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:04,984 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:05,991 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:05,992 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:07,065 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:07,082 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:08,088 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:08,091 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:09,198 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:09,954 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:10,962 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:10,962 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:12,106 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:12,179 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:13,185 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:13,186 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:14,290 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:14,365 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:15,371 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:15,372 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:17,116 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
[ERROR] 2021-03-26 11:19:17,286 method:com.alipay.sofa.jraft.rpc.impl.AbstractClientService.connect(AbstractClientService.java:157)
Fail to connect 127.0.0.1:8003, remoting exception: com.alipay.remoting.exception.RemotingException: Create connection failed. The address is 127.0.0.1:8003.
